animal_id,created,note,session_id,is_deleted,is_alert
2534,2015-02-26 12:58:41.056,"New Tag: 12112",10,0,0
2712,2015-02-26 13:02:31.967,"New Tag: 11003",10,0,0
1957,2015-02-26 13:05:21.444,"New EID: 964001009986661",10,0,0
1957,2015-02-26 13:05:33.246,"Previous Tag: 012010",10,0,0
1957,2015-02-26 13:05:33.397,"New Tag: 12010",10,0,0
1957,2015-02-26 13:06:05.123,"Previous EID: 964001009986661",10,0,0
1957,2015-02-26 13:06:05.264,"New EID: 964001009986618",10,0,0
2493,2015-02-26 13:06:48.338,"New EID: 964001009986656",10,0,0
2493,2015-02-26 13:06:56.870,"Previous Tag: 009014",10,0,0
2493,2015-02-26 13:06:57.020,"New Tag: 9014",10,0,0
1945,2015-02-26 13:07:40.361,"New EID: 964001009986661",10,0,0
1945,2015-02-26 13:07:56.114,"Previous Tag: 012092",10,0,0
1945,2015-02-26 13:07:56.266,"New Tag: 12092",10,0,0
2713,2015-02-26 13:09:52.212,"New EID: 964001009986660",10,0,0
2532,2015-02-26 13:11:02.288,"New EID: 964001009986659",10,0,0
2532,2015-02-26 13:11:16.861,"Previous Tag: 012107",10,0,0
2532,2015-02-26 13:11:17.122,"New Tag: 12107",10,0,0
2524,2015-02-26 13:11:57.942,"New EID: 964001009986658",10,0,0
2524,2015-02-26 13:13:01.798,"Previous Tag: 012095",10,0,0
2524,2015-02-26 13:13:01.947,"New Tag: 12095",10,0,0
1905,2015-02-26 13:13:52.419,"New EID: 964001009986657",10,0,0
1905,2015-02-26 13:14:06.445,"Previous Tag: 012079",10,0,0
1905,2015-02-26 13:14:06.842,"New Tag: 12079",10,0,0
2714,2015-02-26 13:26:16.305,"New Tag: 12053",10,0,0
2512,2015-02-26 13:27:07.149,"New EID: 964001009986726",10,0,0
2512,2015-02-26 13:27:19.332,"Previous Tag: 012075",10,0,0
2512,2015-02-26 13:27:19.482,"New Tag: 12075",10,0,0
2502,2015-02-26 13:27:44.942,"New EID: 964001009986731",10,0,0
2502,2015-02-26 13:27:54.755,"Previous Tag: 012063",10,0,0
2502,2015-02-26 13:27:54.903,"New Tag: 12063",10,0,0
2502,2015-02-26 13:28:11.834,Lila,10,0,0
1902,2015-02-26 13:28:32.768,"New EID: 964001009986728",10,0,0
1902,2015-02-26 13:28:41.796,"Previous Tag: 012091",10,0,0
1902,2015-02-26 13:28:41.974,"New Tag: 12091",10,0,0
1924,2015-02-26 13:29:02.782,"New EID: 964001009986729",10,0,0
1924,2015-02-26 13:29:14.935,"Previous Tag: 009016",10,0,0
1924,2015-02-26 13:29:15.216,"New Tag: 9016",10,0,0
1959,2015-02-26 13:29:35.006,"New EID: 964001009986730",10,0,0
1959,2015-02-26 13:29:53.294,"Previous Tag: 010001",10,0,0
1959,2015-02-26 13:29:53.460,"New Tag: 10001",10,0,0
1897,2015-02-26 13:31:12.971,"New EID: 964001009986727",10,0,0
2514,2015-02-26 13:32:35.265,"New EID: 964001009986735",10,0,0
2514,2015-02-26 13:32:43.047,"Previous Tag: 012077",10,0,0
2514,2015-02-26 13:32:43.431,"New Tag: 12077",10,0,0
2073,2015-02-26 13:33:15.957,"New EID: 964001009986734",10,0,0
2073,2015-02-26 13:33:26.552,"Previous Tag: 011042",10,0,0
2073,2015-02-26 13:33:26.709,"New Tag: 11042",10,0,0
2073,2015-02-26 13:33:41.752,"Penny rose",10,0,0
2497,2015-02-26 13:33:56.972,"New EID: 964001009986733",10,0,0
2497,2015-02-26 13:34:06.603,"Previous Tag: 012057",10,0,0
2497,2015-02-26 13:34:06.776,"New Tag: 12057",10,0,0
2536,2015-02-26 13:35:23.453,"New EID: 964001009986732",10,0,0
2536,2015-02-26 13:35:32.072,"Previous Tag: 012115",10,0,0
2536,2015-02-26 13:35:32.221,"New Tag: 12115",10,0,0
2001,2015-02-26 13:35:59.801,"New EID: 964001009986716",10,0,0
2001,2015-02-26 13:36:07.882,"Previous Tag: 012018",10,0,0
2001,2015-02-26 13:36:08.032,"New Tag: 12018",10,0,0
2507,2015-02-26 13:36:48.046,"New EID: 964001009986717",10,0,0
2507,2015-02-26 13:36:54.976,"Previous Tag: 012069",10,0,0
2507,2015-02-26 13:36:55.127,"New Tag: 12069",10,0,0
2715,2015-02-26 13:39:05.786,"New EID: 964001009986718",10,0,0
2503,2015-02-26 13:40:00.499,"New EID: 964001009986720",10,0,0
2503,2015-02-26 13:41:42.709,"Previous Tag: 012064",10,0,0
2503,2015-02-26 13:41:42.979,"New Tag: 12064",10,0,0
2503,2015-02-26 13:46:15.531,"Previous EID: 964001009986720",10,0,0
2446,2015-02-26 13:46:15.677,"New EID: 964001009986720",10,0,0
2324,2015-02-26 13:47:38.906,"New EID: 964001009986721",10,0,0
1898,2015-02-26 13:48:52.718,"New EID: 964001009986719",10,0,0
1898,2015-02-26 13:49:03.545,"Previous Tag: 011019",10,0,0
1898,2015-02-26 13:49:03.832,"New Tag: 11019",10,0,0
1926,2015-02-26 13:49:40.269,"New EID: 964001009986722",10,0,0
1926,2015-02-26 13:49:51.239,"Previous Tag: 011046",10,0,0
1926,2015-02-26 13:49:51.511,"New Tag: 11046",10,0,0
2541,2015-02-26 13:50:13.736,"New EID: 964001009986723",10,0,0
2541,2015-02-26 13:50:21.255,"Previous Tag: 012123",10,0,0
2541,2015-02-26 13:50:21.405,"New Tag: 12123",10,0,0
1964,2015-02-26 13:51:22.360,"New EID: 964001009986724",10,0,0
1964,2015-02-26 13:51:28.923,"Previous Tag: 012025",10,0,0
1964,2015-02-26 13:51:29.186,"New Tag: 12025",10,0,0
1950,2015-02-26 13:51:48.122,"New EID: 964001009986725",10,0,0
1950,2015-02-26 13:51:54.913,"Previous Tag: 012022",10,0,0
1950,2015-02-26 13:51:55.070,"New Tag: 12022",10,0,0
1985,2015-02-26 13:52:45.832,"New EID: 964001009986755",10,0,0
1985,2015-02-26 13:52:53.684,"Previous Tag: 011010",10,0,0
1985,2015-02-26 13:52:53.947,"New Tag: 11010",10,0,0
1987,2015-02-26 13:53:15.087,"New EID: 964001009986746",10,0,0
1987,2015-02-26 13:53:23.685,"Previous Tag: 012017",10,0,0
1987,2015-02-26 13:53:23.842,"New Tag: 12017",10,0,0
1984,2015-02-26 13:54:05.690,"New EID: 964001009986747",10,0,0
1984,2015-02-26 13:54:14.422,"Previous Tag: 009004",10,0,0
1984,2015-02-26 13:54:14.575,"New Tag: 9004",10,0,0
2504,2015-02-26 13:54:32.106,"New EID: 964001009986748",10,0,0
2504,2015-02-26 13:55:36.416,"Previous Tag: 012065",10,0,0
2504,2015-02-26 13:55:36.689,"New Tag: 12065",10,0,0
2530,2015-02-26 13:56:06.369,"New EID: 964001009986749",10,0,0
2530,2015-02-26 13:56:13.788,"Previous Tag: 012105",10,0,0
2530,2015-02-26 13:56:13.953,"New Tag: 12105",10,0,0
2511,2015-02-26 13:56:38.338,"New EID: 964001009986750",10,0,0
2511,2015-02-26 13:56:45.522,"Previous Tag: 012074",10,0,0
2511,2015-02-26 13:56:45.785,"New Tag: 12074",10,0,0
2509,2015-02-26 13:57:02.883,"New EID: 964001009986751",10,0,0
2509,2015-02-26 13:57:10.017,"Previous Tag: 012071",10,0,0
2509,2015-02-26 13:57:10.173,"New Tag: 12071",10,0,0
1942,2015-02-26 13:57:28.737,"New EID: 964001009986752",10,0,0
1942,2015-02-26 13:57:37.351,"Previous Tag: 012041",10,0,0
1942,2015-02-26 13:57:37.626,"New Tag: 12041",10,0,0
2716,2015-02-26 13:58:39.108,"New EID: 964001009986754",10,0,0
2716,2015-02-26 13:58:47.787,"Previous Tag: 011025",10,0,0
2716,2015-02-26 13:58:47.941,"New Tag: 11025",10,0,0
2520,2015-02-26 13:59:23.013,"New EID: 964001009986753",10,0,0
2520,2015-02-26 13:59:31.047,"Previous Tag: 012087",10,0,0
2520,2015-02-26 13:59:31.197,"New Tag: 12087",10,0,0
1922,2015-02-26 14:00:48.166,"New EID: 964001009986745",10,0,0
1922,2015-02-26 14:00:55.463,"Previous Tag: 009005",10,0,0
1922,2015-02-26 14:00:55.613,"New Tag: 9005",10,0,0
1900,2015-02-26 14:01:12.201,"New EID: 964001009986742",10,0,0
1900,2015-02-26 14:01:21.042,"Previous Tag: 011041",10,0,0
1900,2015-02-26 14:01:21.201,"New Tag: 11041",10,0,0
1900,2015-02-26 14:01:31.265,Vinnie,10,0,0
1939,2015-02-26 14:01:50.896,"New EID: 964001009986743",10,0,0
1939,2015-02-26 14:02:02.073,"Previous Tag: 012101",10,0,0
1939,2015-02-26 14:02:02.280,"New Tag: 12101",10,0,0
1881,2015-02-26 14:02:42.188,"New EID: 964001009986744",10,0,0
1881,2015-02-26 14:03:15.836,"Previous Tag: 011021",10,0,0
1881,2015-02-26 14:03:16.101,"New Tag: 11021",10,0,0
1881,2015-02-26 14:05:41.873,"Previous EID: 964001009986744",10,0,0
2498,2015-02-26 14:05:42.034,"New EID: 964001009986744",10,0,0
1881,2015-02-26 14:09:21.091,"New EID: 964001009986622",10,0,0
2498,2015-02-26 14:09:58.557,"Previous Tag: 012058",10,0,0
2498,2015-02-26 14:09:58.708,"New Tag: 12058",10,0,0
2498,2015-02-26 14:11:03.761,"Tag i right ear",10,0,0
2501,2015-02-26 14:11:23.830,"New EID: 964001009986738",10,0,0
2501,2015-02-26 14:11:33.073,"Previous Tag: 012062",10,0,0
2501,2015-02-26 14:11:33.249,"New Tag: 12062",10,0,0
1944,2015-02-26 14:11:50.921,"New EID: 964001009986739",10,0,0
1944,2015-02-26 14:11:59.673,"Previous Tag: 012033",10,0,0
1944,2015-02-26 14:11:59.943,"New Tag: 12033",10,0,0
2495,2015-02-26 14:12:45.719,"New EID: 964001009986736",10,0,0
2495,2015-02-26 14:12:52.725,"Previous Tag: 012055",10,0,0
2495,2015-02-26 14:12:52.897,"New Tag: 12055",10,0,0
2717,2015-02-26 14:13:55.030,"New EID: 964001009986741",10,0,0
2496,2015-02-26 14:14:33.291,"New EID: 964001009986740",10,0,0
2496,2015-02-26 14:14:40.138,"Previous Tag: 012056",10,0,0
2496,2015-02-26 14:14:40.288,"New Tag: 12056",10,0,0
1995,2015-02-26 14:15:11.455,"New EID: 964001009986737",10,0,0
1995,2015-02-26 14:15:21.127,"Previous Tag: 010008",10,0,0
1995,2015-02-26 14:15:21.283,"New Tag: 10008",10,0,0
1999,2015-02-26 14:15:47.544,"New EID: 964001009986684",10,0,0
1999,2015-02-26 14:16:03.307,"Previous Tag: 012021",10,0,0
1999,2015-02-26 14:16:03.463,"New Tag: 12021",10,0,0
1999,2015-02-26 14:17:19.744,"Previous EID: 964001009986684",10,0,0
1999,2015-02-26 14:17:19.888,"New EID: 964001009986626",10,0,0
2533,2015-02-26 14:18:00.821,"New EID: 964001009986684",10,0,0
2533,2015-02-26 14:18:12.108,"Previous Tag: 012109",10,0,0
2533,2015-02-26 14:18:12.263,"New Tag: 12109",10,0,0
1877,2015-02-26 14:19:35.106,"New EID: 964001009986685",10,0,0
1877,2015-02-26 14:22:25.738,"Previous Tag: 010007",10,0,0
1877,2015-02-26 14:22:25.887,"New Tag: 10007",10,0,0
1877,2015-02-26 14:23:16.886,"Crooked star",10,0,0
2201,2015-02-26 14:36:37.360,"New EID: 964001009986683",10,0,0
2201,2015-02-26 14:36:52.804,"Pocket baby",10,0,0
2201,2015-02-26 14:38:22.276,"Previous Tag: 213080",10,0,0
2201,2015-02-26 14:38:22.442,"New Tag: 13080",10,0,0
2718,2015-02-26 14:38:46.796,"New EID: 964001009986682",10,0,0
1958,2015-02-26 14:39:27.467,"New EID: 964001009986681",10,0,0
1958,2015-02-26 14:39:42.134,"Previous Tag: 011023",10,0,0
1958,2015-02-26 14:39:42.404,"New Tag: 11023",10,0,0
2513,2015-02-26 14:39:57.242,"New EID: 964001009986680",10,0,0
2513,2015-02-26 14:40:04.557,"Previous Tag: 012076",10,0,0
2513,2015-02-26 14:40:04.707,"New Tag: 12076",10,0,0
2719,2015-02-26 14:40:52.481,"New EID: 964001009986679",10,0,0
2719,2015-02-26 14:41:14.012,"Previous Tag: 011026",10,0,0
2719,2015-02-26 14:41:14.172,"New Tag: 11026",10,0,0
2053,2015-02-26 14:42:15.465,"New EID: 964001009986678",10,0,0
2053,2015-02-26 14:42:28.751,"Previous Tag: 213047",10,0,0
2053,2015-02-26 14:42:28.905,"New Tag: 13047",10,0,0
2720,2015-02-26 14:44:00.104,"New EID: 964001009986677",10,0,0
1894,2015-02-26 14:44:56.485,"New EID: 964001009986676",10,0,0
1894,2015-02-26 14:45:05.317,"Previous Tag: 010011",10,0,0
1894,2015-02-26 14:45:05.472,"New Tag: 10011",10,0,0
1894,2015-02-26 14:45:16.097,Bugsy,10,0,0
2009,2015-02-26 14:46:16.795,"New EID: 964001009986686",10,0,0
2491,2015-02-26 14:46:58.049,"New EID: 964001009986687",10,0,0
2491,2015-02-26 14:47:06.421,"Previous Tag: 012050",10,0,0
2491,2015-02-26 14:47:06.583,"New Tag: 12050",10,0,0
2544,2015-02-26 14:47:41.162,"New EID: 964001009986688",10,0,0
2067,2015-02-26 14:48:30.953,"New EID: 964001009986689",10,0,0
2721,2015-02-26 14:51:51.923,"New EID: 964001009986690",10,0,0
2092,2015-02-26 14:53:09.159,"New EID: 964001009986691",10,0,0
2092,2015-02-26 14:53:16.822,"Previous Tag: 213046",10,0,0
2092,2015-02-26 14:53:16.982,"New Tag: 13046",10,0,0
2214,2015-02-26 14:53:35.609,"New EID: 964001009986692",10,0,0
2722,2015-02-26 14:57:36.309,"New EID: 964001009986693",10,0,0
1963,2015-02-26 14:58:07.655,"New EID: 964001009986695",10,0,0
1963,2015-02-26 14:58:19.524,"Previous Tag: 012006",10,0,0
1963,2015-02-26 14:58:19.788,"New Tag: 12006",10,0,0
1980,2015-02-26 14:59:06.042,"New EID: 964001009986694",10,0,0
1980,2015-02-26 14:59:14.603,"Previous Tag: 010015",10,0,0
1980,2015-02-26 14:59:14.759,"New Tag: 10015",10,0,0
1919,2015-02-26 14:59:51.495,"New EID: 964001009986696",10,0,0
1919,2015-02-26 15:00:00.875,"Previous Tag: 009006",10,0,0
1919,2015-02-26 15:00:01.037,"New Tag: 9006",10,0,0
2723,2015-02-26 15:01:10.107,"New EID: 964001009986697",10,0,0
2521,2015-02-26 15:01:50.097,"New EID: 964001009986698",10,0,0
2521,2015-02-26 15:01:57.882,"Previous Tag: 012088",10,0,0
2521,2015-02-26 15:01:58.039,"New Tag: 12088",10,0,0
2521,2015-02-26 15:02:07.718,Salsa,10,0,0
1886,2015-02-26 15:02:25.404,"New EID: 964001009986699",10,0,0
1886,2015-02-26 15:02:33.028,"Previous Tag: 012014",10,0,0
1886,2015-02-26 15:02:33.199,"New Tag: 12014",10,0,0
1956,2015-02-26 15:02:53.139,"New EID: 964001009986700",10,0,0
1956,2015-02-26 15:03:00.385,"Previous Tag: 012039",10,0,0
1956,2015-02-26 15:03:00.541,"New Tag: 12039",10,0,0
2529,2015-02-26 15:03:58.346,"New EID: 964001009986701",10,0,0
2529,2015-02-26 15:05:04.071,"Right ear tagged wild child",10,0,0
2529,2015-02-26 15:05:17.545,"Previous Tag: 012104",10,0,0
2529,2015-02-26 15:05:17.775,"New Tag: 12104",10,0,0
1930,2015-02-26 15:05:39.613,"New EID: 964001009986702",10,0,0
1930,2015-02-26 15:05:48.881,"Previous Tag: 012080",10,0,0
1930,2015-02-26 15:05:49.169,"New Tag: 12080",10,0,0
2105,2015-02-26 15:06:08.012,"New EID: 964001009986703",10,0,0
2516,2015-02-26 15:06:37.837,"New EID: 964001009986705",10,0,0
2516,2015-02-26 15:06:50.832,"Previous Tag: 012081",10,0,0
2516,2015-02-26 15:06:50.982,"New Tag: 12081",10,0,0
2724,2015-02-26 15:08:34.239,"New EID: 964001009986704",10,0,0
2005,2015-02-26 15:09:50.572,"New EID: 964001009986706",10,0,0
2005,2015-02-26 15:10:04.663,"Previous Tag: 012031",10,0,0
2005,2015-02-26 15:10:04.819,"New Tag: 12031",10,0,0
2005,2015-02-26 15:10:25.210,"Tagged in right ear",10,0,0
2527,2015-02-26 15:10:58.425,"New EID: 964001009986715",10,0,0
2527,2015-02-26 15:11:05.838,"Previous Tag: 012100",10,0,0
2527,2015-02-26 15:11:06.020,"New Tag: 12100",10,0,0
2075,2015-02-26 15:11:59.854,"New EID: 964001009986714",10,0,0
2075,2015-02-26 15:12:08.914,"Previous Tag: 213069",10,0,0
2075,2015-02-26 15:12:09.075,"New Tag: 13069",10,0,0
2128,2015-02-26 15:12:41.307,"New EID: 964001009986713",10,0,0
2096,2015-02-26 15:14:17.272,"New EID: 964001009986708",10,0,0
2096,2015-02-26 15:14:24.053,"Previous Tag: 213084",10,0,0
2096,2015-02-26 15:14:24.207,"New Tag: 13084",10,0,0
1923,2015-02-26 15:15:12.286,"New EID: 964001009986709",10,0,0
1923,2015-02-26 15:15:20.028,"Previous Tag: 009013",10,0,0
1923,2015-02-26 15:15:20.179,"New Tag: 9013",10,0,0
1923,2015-02-26 15:15:37.372,"Premedona momma",10,0,0
2101,2015-02-26 15:16:17.206,"New EID: 964001009986707",10,0,0
2101,2015-02-26 15:16:24.918,"Previous Tag: 213088",10,0,0
2101,2015-02-26 15:16:25.185,"New Tag: 13088",10,0,0
1925,2015-02-26 15:17:35.065,"New EID: 964001009986710",10,0,0
1925,2015-02-26 15:17:45.120,"Previous Tag: 011035",10,0,0
1925,2015-02-26 15:17:45.283,"New Tag: 11035",10,0,0
1948,2015-02-26 15:18:00.331,"New EID: 964001009986711",10,0,0
1948,2015-02-26 15:18:06.972,"Previous Tag: 012002",10,0,0
1948,2015-02-26 15:18:07.122,"New Tag: 12002",10,0,0
1909,2015-02-26 15:18:45.372,"New EID: 964001009986712",10,0,0
1909,2015-02-26 15:19:09.991,"Previous Tag: 009021",10,0,0
1909,2015-02-26 15:19:10.143,"New Tag: 9021",10,0,0
2725,2015-02-26 15:21:19.553,"New EID: 964001009986756",10,0,0
2725,2015-02-26 15:21:54.352,"Tag in right ear",10,0,0
1994,2015-02-26 15:22:09.403,"New EID: 964001009986757",10,0,0
1994,2015-02-26 15:22:29.887,"Previous Tag: 012009",10,0,0
1994,2015-02-26 15:22:30.038,"New Tag: 12009",10,0,0
1994,2015-02-26 15:22:42.472,"Crincly horns",10,0,0
2000,2015-02-26 15:23:00.246,"New EID: 964001009986758",10,0,0
2000,2015-02-26 15:23:11.639,"Previous Tag: 012048",10,0,0
2000,2015-02-26 15:23:11.790,"New Tag: 12048",10,0,0
2543,2015-02-26 15:24:16.459,"New EID: 964001009986759",10,0,0
2042,2015-02-26 15:24:58.720,"New EID: 964001009986760",10,0,0
2216,2015-02-26 15:29:53.439,"New EID: 964001009986761",10,0,0
1910,2015-02-26 15:30:19.031,"New EID: 964001009986762",10,0,0
1910,2015-02-26 15:30:38.172,"Previous Tag: 012044",10,0,0
1910,2015-02-26 15:30:38.347,"New Tag: 12044",10,0,0
2517,2015-02-26 15:31:14.685,"New EID: 964001009986763",10,0,0
